frame,time_s,L_raw,L_peak
170,5.672339005672339,92.0,162.0
171,5.705705705705706,92.0,162.0
172,5.739072405739073,91.0,162.0
173,5.772439105772439,96.0,162.0
174,5.805805805805806,96.0,162.0
175,5.839172505839173,96.0,162.0
176,5.872539205872539,96.0,162.0
177,5.9059059059059065,96.0,162.0
178,5.939272605939273,96.0,162.0
179,5.972639305972639,96.0,162.0
180,6.0060060060060065,94.0,162.0
181,6.039372706039373,96.0,162.0
182,6.072739406072739,94.0,162.0
183,6.106106106106107,96.0,162.0
184,6.139472806139473,96.0,162.0
185,6.172839506172839,94.0,162.0
186,6.206206206206207,96.0,162.0
187,6.239572906239573,94.0,162.0
188,6.2729396062729395,96.0,162.0
189,6.306306306306307,94.0,162.0
190,6.339673006339673,94.0,162.0
191,6.3730397063730395,96.0,162.0
192,6.406406406406407,96.0,162.0
193,6.439773106439773,94.0,162.0
194,6.4731398064731405,94.0,162.0
195,6.506506506506507,94.0,162.0
196,6.539873206539873,94.0,162.0
197,6.5732399065732405,94.0,162.0
198,6.606606606606607,94.0,162.0
199,6.639973306639973,96.0,162.0
200,6.673340006673341,96.0,162.0
201,6.706706706706707,96.0,162.0
202,6.740073406740073,96.0,162.0
203,6.773440106773441,96.0,162.0
204,6.806806806806807,96.0,162.0
205,6.8401735068401734,96.0,162.0
206,6.873540206873541,96.0,162.0
207,6.906906906906907,96.0,162.0
208,6.9402736069402735,96.0,162.0
209,6.973640306973641,97.0,162.0
210,7.007007007007007,97.0,162.0
211,7.040373707040374,97.0,162.0
212,7.073740407073741,97.0,162.0
213,7.107107107107107,97.0,162.0
214,7.140473807140474,97.0,162.0
215,7.173840507173841,97.0,162.0
216,7.207207207207207,97.0,162.0
217,7.240573907240575,97.0,162.0
218,7.273940607273941,97.0,162.0
219,7.307307307307307,97.0,162.0
220,7.340674007340675,95.0,162.0
221,7.374040707374041,97.0,162.0
222,7.407407407407407,97.0,162.0
223,7.440774107440775,97.0,162.0
224,7.474140807474141,97.0,162.0
225,7.5075075075075075,97.0,162.0
226,7.540874207540875,97.0,162.0
227,7.574240907574241,97.0,162.0
228,7.607607607607608,97.0,162.0
229,7.640974307640975,97.0,162.0
230,7.674341007674341,97.0,162.0
231,7.707707707707708,97.0,162.0
232,7.741074407741075,97.0,162.0
233,7.774441107774441,97.0,162.0
234,7.807807807807808,97.0,162.0
235,7.841174507841175,97.0,162.0
236,7.874541207874541,97.0,162.0
237,7.907907907907909,97.0,162.0
238,7.941274607941275,97.0,162.0
239,7.974641307974641,97.0,162.0
240,8.008008008008009,97.0,162.0
241,8.041374708041374,97.0,162.0
242,8.074741408074741,97.0,162.0
243,8.108108108108109,97.0,162.0
244,8.141474808141474,97.0,162.0
245,8.174841508174842,97.0,162.0
246,8.208208208208209,97.0,162.0
247,8.241574908241574,97.0,162.0
248,8.274941608274942,97.0,162.0
249,8.308308308308309,97.0,162.0
250,8.341675008341676,101.0,162.0
251,8.375041708375042,101.0,162.0
252,8.408408408408409,101.0,162.0
253,8.441775108441776,101.0,162.0
254,8.475141808475142,101.0,162.0
255,8.508508508508509,101.0,162.0
256,8.541875208541876,101.0,162.0
257,8.575241908575242,101.0,162.0
258,8.608608608608609,101.0,162.0
259,8.641975308641976,101.0,162.0
260,8.675342008675342,101.0,162.0
261,8.70870870870871,101.0,162.0
262,8.742075408742076,101.0,162.0
263,8.775442108775442,101.0,162.0
264,8.80880880880881,101.0,162.0
265,8.842175508842177,101.0,162.0
266,8.875542208875542,101.0,162.0
267,8.90890890890891,101.0,162.0
268,8.942275608942277,101.0,162.0
269,8.975642308975642,101.0,162.0
270,9.00900900900901,101.0,162.0
271,9.042375709042377,101.0,162.0
272,9.075742409075742,101.0,162.0
273,9.10910910910911,101.0,162.0
274,9.142475809142477,101.0,162.0
275,9.175842509175842,101.0,162.0
276,9.20920920920921,101.0,162.0
277,9.242575909242577,101.0,162.0
278,9.275942609275942,101.0,162.0
279,9.30930930930931,101.0,162.0
280,9.342676009342677,101.0,162.0
281,9.376042709376042,103.0,162.0
282,9.40940940940941,102.0,162.0
283,9.442776109442777,102.0,162.0
284,9.476142809476142,102.0,162.0
285,9.50950950950951,102.0,162.0
286,9.542876209542877,102.0,162.0
287,9.576242909576242,102.0,162.0
288,9.60960960960961,102.0,162.0
289,9.642976309642977,102.0,162.0
290,9.676343009676343,102.0,162.0
291,9.70970970970971,102.0,162.0
292,9.743076409743077,102.0,162.0
293,9.776443109776443,102.0,162.0
294,9.80980980980981,102.0,162.0
295,9.843176509843177,102.0,162.0
296,9.876543209876544,102.0,162.0
297,9.90990990990991,102.0,162.0
298,9.943276609943277,102.0,162.0
299,9.976643309976645,102.0,162.0
300,10.01001001001001,102.0,162.0
301,10.043376710043377,102.0,162.0
302,10.076743410076745,102.0,162.0
303,10.11011011011011,102.0,162.0
304,10.143476810143477,102.0,162.0
305,10.176843510176845,102.0,162.0
306,10.21021021021021,102.0,162.0
307,10.243576910243577,102.0,162.0
308,10.276943610276945,102.0,162.0
309,10.31031031031031,102.0,162.0
310,10.343677010343677,102.0,162.0
311,10.377043710377045,102.0,162.0
312,10.41041041041041,102.0,162.0
313,10.443777110443778,102.0,162.0
314,10.477143810477145,104.0,162.0
315,10.51051051051051,105.0,162.0
316,10.543877210543878,105.0,162.0
317,10.577243910577245,105.0,162.0
318,10.61061061061061,105.0,162.0
319,10.643977310643978,105.0,162.0
320,10.677344010677345,105.0,162.0
321,10.71071071071071,105.0,162.0
322,10.744077410744078,105.0,162.0
323,10.777444110777445,107.0,162.0
324,10.81081081081081,107.0,162.0
325,10.844177510844178,107.0,162.0
326,10.877544210877545,110.0,162.0
327,10.91091091091091,108.0,162.0
328,10.944277610944278,108.0,162.0
329,10.977644310977645,108.0,162.0
330,11.01101101101101,108.0,162.0
331,11.044377711044378,110.0,162.0
332,11.077744411077745,110.0,162.0
333,11.11111111111111,110.0,162.0
334,11.144477811144478,110.0,162.0
335,11.177844511177845,110.0,162.0
336,11.21121121121121,110.0,162.0
337,11.244577911244578,110.0,162.0
338,11.277944611277945,110.0,162.0
339,11.311311311311313,110.0,162.0
340,11.344678011344678,110.0,162.0
341,11.378044711378045,110.0,162.0
342,11.411411411411413,110.0,162.0
343,11.444778111444778,110.0,162.0
344,11.478144811478145,110.0,162.0
345,11.511511511511513,110.0,162.0
346,11.544878211544878,110.0,162.0
347,11.578244911578246,110.0,162.0
348,11.611611611611613,110.0,162.0
349,11.644978311644978,111.0,162.0
350,11.678345011678346,111.0,162.0
351,11.711711711711713,111.0,162.0
352,11.745078411745078,111.0,162.0
353,11.778445111778446,111.0,162.0
354,11.811811811811813,111.0,162.0
355,11.845178511845178,111.0,162.0
356,11.878545211878546,111.0,162.0
357,11.911911911911913,111.0,162.0
358,11.945278611945279,111.0,162.0
359,11.978645311978646,111.0,162.0
360,12.012012012012013,111.0,162.0
361,12.045378712045379,111.0,162.0
362,12.078745412078746,112.0,162.0
363,12.112112112112113,112.0,162.0
364,12.145478812145479,112.0,162.0
365,12.178845512178846,112.0,162.0
366,12.212212212212213,112.0,162.0
367,12.245578912245579,113.0,162.0
368,12.278945612278946,114.0,162.0
369,12.312312312312313,113.0,162.0
370,12.345679012345679,113.0,162.0
371,12.379045712379046,113.0,162.0
372,12.412412412412413,113.0,162.0
373,12.445779112445779,113.0,162.0
374,12.479145812479146,114.0,162.0
375,12.512512512512513,113.0,162.0
376,12.545879212545879,113.0,162.0
377,12.579245912579246,113.0,162.0
378,12.612612612612613,113.0,162.0
379,12.645979312645979,113.0,162.0
380,12.679346012679346,113.0,162.0
381,12.712712712712714,113.0,162.0
382,12.746079412746079,113.0,162.0
383,12.779446112779446,113.0,162.0
384,12.812812812812814,113.0,162.0
385,12.84617951284618,113.0,162.0
386,12.879546212879546,113.0,162.0
387,12.912912912912914,113.0,162.0
388,12.946279612946281,113.0,162.0
389,12.979646312979646,113.0,162.0
390,13.013013013013014,113.0,162.0
391,13.046379713046381,113.0,162.0
392,13.079746413079747,113.0,162.0
393,13.113113113113114,113.0,162.0
394,13.146479813146481,113.0,162.0
395,13.179846513179847,113.0,162.0
396,13.213213213213214,113.0,162.0
397,13.246579913246581,113.0,162.0
398,13.279946613279947,113.0,162.0
399,13.313313313313314,113.0,162.0
400,13.346680013346681,113.0,162.0
401,13.380046713380047,113.0,162.0
402,13.413413413413414,113.0,162.0
403,13.446780113446781,113.0,162.0
404,13.480146813480147,113.0,162.0
405,13.513513513513514,113.0,162.0
406,13.546880213546881,113.0,162.0
407,13.580246913580247,113.0,162.0
408,13.613613613613614,113.0,162.0
409,13.646980313646981,113.0,162.0
410,13.680347013680347,113.0,162.0
411,13.713713713713714,113.0,162.0
412,13.747080413747081,113.0,162.0
413,13.780447113780447,113.0,162.0
414,13.813813813813814,113.0,162.0
415,13.847180513847182,113.0,162.0
416,13.880547213880547,113.0,162.0
417,13.913913913913914,113.0,162.0
418,13.947280613947282,113.0,162.0
419,13.980647313980647,113.0,162.0
420,14.014014014014014,113.0,162.0
421,14.047380714047382,113.0,162.0
422,14.080747414080747,113.0,162.0
423,14.114114114114114,113.0,162.0
424,14.147480814147482,113.0,162.0
425,14.180847514180847,113.0,162.0
426,14.214214214214214,113.0,162.0
427,14.247580914247582,113.0,162.0
428,14.280947614280947,113.0,162.0
429,14.314314314314315,113.0,162.0
430,14.347681014347682,113.0,162.0
431,14.38104771438105,113.0,162.0
432,14.414414414414415,113.0,162.0
433,14.447781114447782,113.0,162.0
434,14.48114781448115,113.0,162.0
435,14.514514514514515,113.0,162.0
436,14.547881214547882,113.0,162.0
437,14.58124791458125,113.0,162.0
438,14.614614614614615,113.0,162.0
439,14.647981314647982,113.0,162.0
440,14.68134801468135,113.0,162.0
441,14.714714714714715,114.0,162.0
442,14.748081414748082,113.0,162.0
443,14.78144811478145,113.0,162.0
444,14.814814814814815,113.0,162.0
445,14.848181514848182,114.0,162.0
446,14.88154821488155,116.0,162.0
447,14.914914914914915,115.0,162.0
448,14.948281614948282,115.0,162.0
449,14.98164831498165,115.0,162.0
450,15.015015015015015,115.0,162.0
451,15.048381715048382,115.0,162.0
452,15.08174841508175,115.0,162.0
453,15.115115115115115,115.0,162.0
454,15.148481815148482,116.0,162.0
455,15.18184851518185,115.0,162.0
456,15.215215215215215,115.0,162.0
457,15.248581915248582,115.0,162.0
458,15.28194861528195,115.0,162.0
459,15.315315315315315,115.0,162.0
460,15.348682015348682,115.0,162.0
461,15.38204871538205,115.0,162.0
462,15.415415415415415,115.0,162.0
463,15.448782115448783,115.0,162.0
464,15.48214881548215,115.0,162.0
465,15.515515515515515,115.0,162.0
466,15.548882215548883,115.0,162.0
467,15.58224891558225,115.0,162.0
468,15.615615615615615,115.0,162.0
469,15.648982315648983,115.0,162.0
470,15.68234901568235,115.0,162.0
471,15.715715715715715,115.0,162.0
472,15.749082415749083,115.0,162.0
473,15.78244911578245,115.0,162.0
474,15.815815815815817,115.0,162.0
475,15.849182515849183,115.0,162.0
476,15.88254921588255,115.0,162.0
477,15.915915915915917,115.0,162.0
478,15.949282615949283,115.0,162.0
479,15.98264931598265,115.0,162.0
480,16.016016016016017,111.0,162.0
481,16.049382716049383,111.0,162.0
482,16.08274941608275,111.0,162.0
483,16.116116116116117,111.0,162.0
484,16.149482816149483,111.0,162.0
485,16.18284951618285,111.0,162.0
486,16.216216216216218,111.0,162.0
487,16.249582916249583,114.0,162.0
488,16.28294961628295,114.0,162.0
489,16.316316316316318,114.0,162.0
490,16.349683016349683,114.0,162.0
491,16.38304971638305,119.0,162.0
492,16.416416416416418,119.0,162.0
493,16.449783116449783,119.0,162.0
494,16.48314981648315,119.0,162.0
495,16.516516516516518,119.0,162.0
496,16.549883216549883,119.0,162.0
497,16.583249916583252,119.0,162.0
498,16.616616616616618,119.0,162.0
499,16.649983316649983,119.0,162.0
500,16.683350016683352,120.0,162.0
501,16.716716716716718,120.0,162.0
502,16.750083416750083,120.0,162.0
503,16.783450116783452,120.0,162.0
504,16.816816816816818,120.0,162.0
505,16.850183516850183,120.0,162.0
506,16.883550216883553,119.0,162.0
507,16.916916916916918,120.0,162.0
508,16.950283616950284,120.0,162.0
509,16.983650316983653,120.0,162.0
510,17.017017017017018,120.0,162.0
511,17.050383717050384,120.0,162.0
512,17.083750417083753,120.0,162.0
513,17.117117117117118,120.0,162.0
514,17.150483817150484,120.0,162.0
515,17.183850517183853,120.0,162.0
516,17.217217217217218,120.0,162.0
517,17.250583917250584,121.0,162.0
518,17.283950617283953,121.0,162.0
519,17.31731731731732,121.0,162.0
520,17.350684017350684,121.0,162.0
521,17.384050717384053,121.0,162.0
522,17.41741741741742,121.0,162.0
523,17.450784117450784,121.0,162.0
524,17.484150817484153,121.0,162.0
525,17.51751751751752,121.0,162.0
526,17.550884217550884,121.0,162.0
527,17.584250917584253,121.0,162.0
528,17.61761761761762,121.0,162.0
529,17.650984317650984,121.0,162.0
530,17.684351017684353,121.0,162.0
531,17.71771771771772,121.0,162.0
532,17.751084417751084,121.0,162.0
533,17.784451117784453,121.0,162.0
534,17.81781781781782,121.0,162.0
535,17.851184517851184,121.0,162.0
536,17.884551217884553,121.0,162.0
537,17.91791791791792,121.0,162.0
538,17.951284617951284,121.0,162.0
539,17.984651317984653,121.0,162.0
540,18.01801801801802,121.0,162.0
541,18.051384718051384,121.0,162.0
542,18.084751418084753,121.0,162.0
543,18.11811811811812,121.0,162.0
544,18.151484818151484,121.0,162.0
545,18.184851518184853,121.0,162.0
546,18.21821821821822,121.0,162.0
547,18.251584918251584,121.0,162.0
548,18.284951618284953,121.0,162.0
549,18.31831831831832,121.0,162.0
550,18.351685018351684,121.0,162.0
551,18.385051718385053,121.0,162.0
552,18.41841841841842,121.0,162.0
553,18.451785118451784,121.0,162.0
554,18.485151818485154,121.0,162.0
555,18.51851851851852,121.0,162.0
556,18.551885218551885,121.0,162.0
557,18.585251918585254,121.0,162.0
558,18.61861861861862,121.0,162.0
559,18.651985318651985,122.0,162.0
560,18.685352018685354,122.0,162.0
561,18.71871871871872,122.0,162.0
562,18.752085418752085,122.0,162.0
563,18.785452118785454,122.0,162.0
564,18.81881881881882,122.0,162.0
565,18.852185518852185,122.0,162.0
566,18.885552218885554,122.0,162.0
567,18.91891891891892,122.0,162.0
568,18.952285618952285,122.0,162.0
569,18.985652318985654,122.0,162.0
570,19.01901901901902,122.0,162.0
571,19.052385719052385,122.0,162.0
572,19.085752419085754,122.0,162.0
573,19.11911911911912,122.0,162.0
574,19.152485819152485,122.0,162.0
575,19.185852519185854,122.0,162.0
576,19.21921921921922,122.0,162.0
577,19.252585919252585,122.0,162.0
578,19.285952619285954,122.0,162.0
579,19.31931931931932,122.0,162.0
580,19.352686019352685,122.0,162.0
581,19.386052719386054,122.0,162.0
582,19.41941941941942,122.0,162.0
583,19.452786119452785,123.0,162.0
584,19.486152819486154,123.0,162.0
585,19.51951951951952,123.0,162.0
586,19.552886219552885,123.0,162.0
587,19.586252919586254,123.0,162.0
588,19.61961961961962,123.0,162.0
589,19.65298631965299,122.0,162.0
590,19.686353019686354,122.0,162.0
591,19.71971971971972,122.0,162.0
592,19.75308641975309,122.0,162.0
593,19.786453119786454,122.0,162.0
594,19.81981981981982,122.0,162.0
595,19.85318651985319,122.0,162.0
596,19.886553219886554,122.0,162.0
597,19.91991991991992,122.0,162.0
598,19.95328661995329,122.0,162.0
599,19.986653319986655,122.0,162.0
600,20.02002002002002,122.0,162.0
601,20.05338672005339,122.0,162.0
602,20.086753420086755,122.0,162.0
603,20.12012012012012,122.0,162.0
604,20.15348682015349,122.0,162.0
605,20.186853520186855,122.0,162.0
606,20.22022022022022,122.0,162.0
607,20.25358692025359,122.0,162.0
608,20.286953620286955,122.0,162.0
609,20.32032032032032,122.0,162.0
610,20.35368702035369,122.0,162.0
611,20.387053720387055,122.0,162.0
612,20.42042042042042,122.0,162.0
613,20.45378712045379,122.0,162.0
614,20.487153820487155,122.0,162.0
615,20.52052052052052,122.0,162.0
616,20.55388722055389,122.0,162.0
617,20.587253920587255,122.0,162.0
618,20.62062062062062,122.0,162.0
619,20.65398732065399,117.0,162.0
620,20.687354020687355,117.0,162.0
621,20.72072072072072,117.0,162.0
622,20.75408742075409,117.0,162.0
623,20.787454120787455,117.0,162.0
624,20.82082082082082,117.0,162.0
625,20.85418752085419,117.0,162.0
626,20.887554220887555,117.0,162.0
627,20.92092092092092,117.0,162.0
628,20.95428762095429,117.0,162.0
629,20.987654320987655,117.0,162.0
630,21.02102102102102,117.0,162.0
631,21.05438772105439,117.0,162.0
632,21.087754421087755,117.0,162.0
633,21.12112112112112,117.0,162.0
634,21.15448782115449,117.0,162.0
635,21.187854521187855,117.0,162.0
636,21.22122122122122,117.0,162.0
637,21.25458792125459,117.0,162.0
638,21.287954621287955,117.0,162.0
639,21.32132132132132,117.0,162.0
640,21.35468802135469,125.0,162.0
641,21.388054721388055,125.0,162.0
642,21.42142142142142,125.0,162.0
643,21.45478812145479,125.0,162.0
644,21.488154821488155,125.0,162.0
645,21.52152152152152,125.0,162.0
646,21.55488822155489,125.0,162.0
647,21.588254921588256,124.0,162.0
648,21.62162162162162,123.0,162.0
649,21.65498832165499,121.0,162.0
650,21.688355021688356,121.0,162.0
651,21.72172172172172,121.0,162.0
652,21.75508842175509,121.0,162.0
653,21.788455121788456,121.0,162.0
654,21.82182182182182,121.0,162.0
655,21.85518852185519,120.0,162.0
656,21.888555221888556,117.0,162.0
657,21.92192192192192,117.0,162.0
658,21.95528862195529,117.0,162.0
659,21.988655321988656,117.0,162.0
660,22.02202202202202,117.0,162.0
661,22.05538872205539,118.0,162.0
662,22.088755422088756,120.0,162.0
663,22.12212212212212,121.0,162.0
664,22.15548882215549,121.0,162.0
665,22.188855522188856,121.0,162.0
666,22.22222222222222,121.0,162.0
667,22.25558892225559,121.0,162.0
668,22.288955622288956,121.0,162.0
669,22.32232232232232,121.0,162.0
670,22.35568902235569,121.0,162.0
671,22.389055722389056,121.0,162.0
672,22.42242242242242,121.0,162.0
673,22.45578912245579,122.0,162.0
674,22.489155822489156,122.0,162.0
675,22.52252252252252,123.0,162.0
676,22.55588922255589,123.0,162.0
677,22.589255922589256,123.0,162.0
678,22.622622622622625,123.0,162.0
679,22.65598932265599,123.0,162.0
680,22.689356022689356,123.0,162.0
681,22.722722722722725,123.0,162.0
682,22.75608942275609,123.0,162.0
683,22.789456122789456,123.0,162.0
684,22.822822822822825,123.0,162.0
685,22.85618952285619,123.0,162.0
686,22.889556222889556,123.0,162.0
687,22.922922922922925,123.0,162.0
688,22.95628962295629,123.0,162.0
689,22.989656322989656,123.0,162.0
690,23.023023023023026,123.0,162.0
691,23.05638972305639,123.0,162.0
692,23.089756423089757,123.0,162.0
693,23.123123123123126,123.0,162.0
694,23.15648982315649,123.0,162.0
695,23.189856523189857,123.0,162.0
696,23.223223223223226,123.0,162.0
697,23.25658992325659,123.0,162.0
698,23.289956623289957,123.0,162.0
699,23.323323323323326,121.0,162.0
700,23.35669002335669,123.0,162.0
701,23.390056723390057,121.0,162.0
702,23.423423423423426,121.0,162.0
703,23.45679012345679,121.0,162.0
704,23.490156823490157,123.0,162.0
705,23.523523523523526,123.0,162.0
