slug,display_name,frame_index,time_seconds,width,height,wet_area_px,dry_area_px,wet_fraction_roi,wet_fraction_frame,annotation_count
input1,Run A,35,1.13447,1920,1080,552566.0,0.0,0.54383,0.266477,19
input1,Run A,36,1.16783,1920,1080,557311.0,0.0,0.5485,0.268765,20
input1,Run A,37,1.2012,1920,1080,557264.0,0.0,0.548454,0.268742,20
input1,Run A,38,1.23457,1920,1080,554762.0,0.0,0.545991,0.267536,19
input1,Run A,39,1.26793,1920,1080,554408.0,0.0,0.545643,0.267365,19
input1,Run A,40,1.3013,1920,1080,557299.0,0.0,0.548488,0.268759,20
input1,Run A,41,1.33467,1920,1080,564960.0,0.0,0.556028,0.272454,21
input1,Run A,42,1.36803,1920,1080,555672.0,0.0,0.546887,0.267975,19
input1,Run A,43,1.4014,1920,1080,556186.0,0.0,0.547393,0.268222,19
input1,Run A,44,1.43477,1920,1080,556849.0,0.0,0.548045,0.268542,20
input1,Run A,45,1.46813,1920,1080,556892.0,0.0,0.548088,0.268563,20
input1,Run A,46,1.5015,1920,1080,557006.0,0.0,0.5482,0.268618,20
input1,Run A,47,1.53487,1920,1080,557505.0,0.0,0.548691,0.268859,20
input1,Run A,48,1.56823,1920,1080,557568.0,0.0,0.548753,0.268889,20
input1,Run A,49,1.6016,1920,1080,557926.0,0.0,0.549105,0.269062,20
input1,Run A,50,1.63497,1920,1080,558674.0,0.0,0.549841,0.269422,20
input1,Run A,51,1.66833,1920,1080,559355.0,0.0,0.550512,0.269751,20
input1,Run A,52,1.7017,1920,1080,559042.0,0.0,0.550204,0.2696,21
input1,Run A,53,1.73507,1920,1080,559381.0,0.0,0.550537,0.269763,21
input1,Run A,54,1.76843,1920,1080,560585.0,0.0,0.551722,0.270344,22
input1,Run A,55,1.8018,1920,1080,561433.0,0.0,0.552557,0.270753,21
input1,Run A,56,1.83517,1920,1080,562603.0,0.0,0.553708,0.271317,21
input1,Run A,57,1.86853,1920,1080,562210.0,0.0,0.553321,0.271128,21
input1,Run A,58,1.9019,1920,1080,563867.0,0.0,0.554952,0.271927,21
input1,Run A,59,1.93527,1920,1080,564716.0,0.0,0.555788,0.272336,22
input1,Run A,60,1.96863,1920,1080,564943.0,0.0,0.556011,0.272446,22
input1,Run A,61,2.002,1920,1080,565004.0,0.0,0.556071,0.272475,22
input1,Run A,62,2.03537,1920,1080,565585.0,0.0,0.556643,0.272755,21
input1,Run A,63,2.06873,1920,1080,565680.0,0.0,0.556737,0.272801,21
input1,Run A,64,2.1021,1920,1080,565909.0,0.0,0.556962,0.272911,21
input1,Run A,65,2.13547,1920,1080,565938.0,0.0,0.556991,0.272925,21
input1,Run A,66,2.16883,1920,1080,568888.0,0.0,0.559894,0.274348,21
input1,Run A,67,2.2022,1920,1080,571272.0,0.0,0.56224,0.275498,23
input1,Run A,68,2.23557,1920,1080,576510.0,0.0,0.567395,0.278024,23
input1,Run A,69,2.26893,1920,1080,607870.0,0.0,0.59826,0.293147,21
input1,Run A,70,2.3023,1920,1080,605820.0,0.0,0.596242,0.292159,19
input1,Run A,71,2.33567,1920,1080,632024.0,0.0,0.622032,0.304796,14
input1,Run A,72,2.36903,1920,1080,632526.0,0.0,0.622526,0.305038,14
input1,Run A,73,2.4024,1920,1080,633011.0,0.0,0.623003,0.305272,13
input1,Run A,74,2.43577,1920,1080,632719.0,0.0,0.622716,0.305131,14
input1,Run A,75,2.46913,1920,1080,632978.0,0.0,0.622971,0.305256,14
input1,Run A,76,2.5025,1920,1080,632939.0,0.0,0.622932,0.305237,14
input1,Run A,77,2.53587,1920,1080,633046.0,0.0,0.623038,0.305288,14
input1,Run A,78,2.56923,1920,1080,633651.0,0.0,0.623633,0.30558,14
input1,Run A,79,2.6026,1920,1080,633708.0,0.0,0.623689,0.305608,14
input1,Run A,80,2.63597,1920,1080,633874.0,0.0,0.623852,0.305688,14
input1,Run A,81,2.66933,1920,1080,634312.0,0.0,0.624284,0.305899,14
input1,Run A,82,2.7027,1920,1080,635428.0,0.0,0.625382,0.306437,14
input1,Run A,83,2.73607,1920,1080,636201.0,0.0,0.626143,0.30681,15
input1,Run A,84,2.76943,1920,1080,636826.0,0.0,0.626758,0.307111,14
input1,Run A,85,2.8028,1920,1080,636998.0,0.0,0.626927,0.307194,14
input1,Run A,86,2.83617,1920,1080,636853.0,0.0,0.626784,0.307124,14
input1,Run A,87,2.86953,1920,1080,637263.0,0.0,0.627188,0.307322,14
input1,Run A,88,2.9029,1920,1080,637463.0,0.0,0.627385,0.307418,14
input1,Run A,89,2.93627,1920,1080,638948.0,0.0,0.628846,0.308135,15
input1,Run A,90,2.96963,1920,1080,640382.0,0.0,0.630258,0.308826,16
input1,Run A,91,3.003,1920,1080,639727.0,0.0,0.629613,0.30851,15
input1,Run A,92,3.03637,1920,1080,640063.0,0.0,0.629944,0.308672,15
input1,Run A,93,3.06973,1920,1080,640464.0,0.0,0.630338,0.308866,15
input1,Run A,94,3.1031,1920,1080,640969.0,0.0,0.630835,0.309109,15
input1,Run A,95,3.13647,1920,1080,641635.0,0.0,0.631491,0.30943,14
input1,Run A,96,3.16983,1920,1080,642116.0,0.0,0.631964,0.309662,14
input1,Run A,97,3.2032,1920,1080,642516.0,0.0,0.632358,0.309855,14
input1,Run A,98,3.23657,1920,1080,645155.0,0.0,0.634955,0.311128,14
input1,Run A,99,3.26993,1920,1080,645929.0,0.0,0.635717,0.311501,14
input1,Run A,100,3.3033,1920,1080,646507.0,0.0,0.636286,0.31178,14
input1,Run A,101,3.33667,1920,1080,647550.0,0.0,0.637312,0.312283,13
input1,Run A,102,3.37003,1920,1080,648930.0,0.0,0.63867,0.312948,13
input1,Run A,103,3.4034,1920,1080,649671.0,0.0,0.6394,0.313306,13
input1,Run A,104,3.43677,1920,1080,650394.0,0.0,0.640111,0.313655,13
input1,Run A,105,3.47013,1920,1080,651261.0,0.0,0.640965,0.314073,13
input1,Run A,106,3.5035,1920,1080,651863.0,0.0,0.641557,0.314363,13
input1,Run A,107,3.53687,1920,1080,651404.0,0.0,0.641105,0.314142,13
input1,Run A,108,3.57023,1920,1080,653013.0,0.0,0.642689,0.314918,13
input1,Run A,109,3.6036,1920,1080,653217.0,0.0,0.64289,0.315016,13
input1,Run A,110,3.63697,1920,1080,653381.0,0.0,0.643051,0.315095,13
input1,Run A,111,3.67033,1920,1080,653479.0,0.0,0.643147,0.315142,13
input1,Run A,112,3.7037,1920,1080,654082.0,0.0,0.643741,0.315433,13
input1,Run A,113,3.73707,1920,1080,654436.0,0.0,0.644089,0.315604,13
input1,Run A,114,3.77043,1920,1080,656060.0,0.0,0.645688,0.316387,13
input1,Run A,115,3.8038,1920,1080,656871.0,0.0,0.646486,0.316778,13
input1,Run A,116,3.83717,1920,1080,657799.0,0.0,0.647399,0.317226,12
input1,Run A,117,3.87053,1920,1080,658434.0,0.0,0.648024,0.317532,12
input1,Run A,118,3.9039,1920,1080,659302.0,0.0,0.648878,0.31795,12
input1,Run A,119,3.93727,1920,1080,660429.0,0.0,0.649988,0.318494,12
input1,Run A,120,3.97063,1920,1080,661402.0,0.0,0.650945,0.318963,12
input1,Run A,121,4.004,1920,1080,662201.0,0.0,0.651732,0.319348,12
input1,Run A,122,4.03737,1920,1080,663418.0,0.0,0.652929,0.319935,12
input1,Run A,123,4.07073,1920,1080,664658.0,0.0,0.65415,0.320533,11
input1,Run A,124,4.1041,1920,1080,665452.0,0.0,0.654931,0.320916,11
input1,Run A,125,4.13747,1920,1080,666062.0,0.0,0.655532,0.32121,10
input1,Run A,126,4.17083,1920,1080,667757.0,0.0,0.6572,0.322028,10
input1,Run A,127,4.2042,1920,1080,668543.0,0.0,0.657973,0.322407,9
input1,Run A,128,4.23757,1920,1080,670050.0,0.0,0.659456,0.323134,9
input1,Run A,129,4.27093,1920,1080,670591.0,0.0,0.659989,0.323395,9
input1,Run A,130,4.3043,1920,1080,671992.0,0.0,0.661368,0.32407,9
input1,Run A,131,4.33767,1920,1080,673087.0,0.0,0.662445,0.324598,9
input1,Run A,132,4.37103,1920,1080,674405.0,0.0,0.663743,0.325234,9
input1,Run A,133,4.4044,1920,1080,675513.0,0.0,0.664833,0.325768,8
input1,Run A,134,4.43777,1920,1080,677516.0,0.0,0.666804,0.326734,8
input1,Run A,135,4.47113,1920,1080,677627.0,0.0,0.666914,0.326788,8
input1,Run A,136,4.5045,1920,1080,678376.0,0.0,0.667651,0.327149,8
input1,Run A,137,4.53787,1920,1080,679180.0,0.0,0.668442,0.327537,8
input1,Run A,138,4.57123,1920,1080,680683.0,0.0,0.669921,0.328261,8
input1,Run A,139,4.6046,1920,1080,681754.0,0.0,0.670975,0.328778,8
input1,Run A,140,4.63797,1920,1080,683078.0,0.0,0.672279,0.329416,8
input1,Run A,141,4.67133,1920,1080,683521.0,0.0,0.672715,0.32963,8
input1,Run A,142,4.7047,1920,1080,684850.0,0.0,0.674023,0.330271,8
input1,Run A,143,4.73807,1920,1080,686017.0,0.0,0.675171,0.330834,8
input1,Run A,144,4.77143,1920,1080,687281.0,0.0,0.676415,0.331443,8
input1,Run A,145,4.8048,1920,1080,687835.0,0.0,0.67696,0.331711,8
input1,Run A,146,4.83817,1920,1080,689261.0,0.0,0.678364,0.332398,8
input1,Run A,147,4.87153,1920,1080,690528.0,0.0,0.679611,0.333009,8
input1,Run A,148,4.9049,1920,1080,692163.0,0.0,0.68122,0.333798,8
input1,Run A,149,4.93827,1920,1080,692821.0,0.0,0.681867,0.334115,8
input1,Run A,150,4.97163,1920,1080,694285.0,0.0,0.683308,0.334821,8
input1,Run A,151,5.005,1920,1080,696137.0,0.0,0.685131,0.335714,8
input1,Run A,152,5.03837,1920,1080,696940.0,0.0,0.685921,0.336101,8
input1,Run A,153,5.07173,1920,1080,697915.0,0.0,0.686881,0.336572,9
input1,Run A,154,5.1051,1920,1080,698530.0,0.0,0.687486,0.336868,8
input1,Run A,155,5.13847,1920,1080,699875.0,0.0,0.68881,0.337517,8
input1,Run A,156,5.17183,1920,1080,701616.0,0.0,0.690523,0.338356,8
input1,Run A,157,5.2052,1920,1080,702789.0,0.0,0.691678,0.338922,9
input1,Run A,158,5.23857,1920,1080,704459.0,0.0,0.693321,0.339728,7
input1,Run A,159,5.27193,1920,1080,706123.0,0.0,0.694959,0.34053,7
input1,Run A,160,5.3053,1920,1080,706330.0,0.0,0.695163,0.34063,7
input1,Run A,161,5.33867,1920,1080,708607.0,0.0,0.697404,0.341728,7
input1,Run A,162,5.37203,1920,1080,708895.0,0.0,0.697687,0.341867,7
input1,Run A,163,5.4054,1920,1080,710966.0,0.0,0.699726,0.342866,7
input1,Run A,164,5.43877,1920,1080,712756.0,0.0,0.701487,0.343729,7
input1,Run A,165,5.47213,1920,1080,714937.0,0.0,0.703634,0.344781,7
input1,Run A,166,5.5055,1920,1080,714611.0,0.0,0.703313,0.344623,7
input1,Run A,167,5.53887,1920,1080,716107.0,0.0,0.704785,0.345345,7
input1,Run A,168,5.57223,1920,1080,718070.0,0.0,0.706717,0.346291,7
input1,Run A,169,5.6056,1920,1080,718848.0,0.0,0.707483,0.346667,7
input1,Run A,170,5.63897,1920,1080,719938.0,0.0,0.708556,0.347192,7
input1,Run A,171,5.67233,1920,1080,721131.0,0.0,0.70973,0.347768,6
input1,Run A,172,5.7057,1920,1080,722854.0,0.0,0.711426,0.348599,6
input1,Run A,173,5.73907,1920,1080,723478.0,0.0,0.71204,0.348899,6
input1,Run A,174,5.77243,1920,1080,724838.0,0.0,0.713378,0.349555,6
input1,Run A,175,5.8058,1920,1080,725492.0,0.0,0.714022,0.349871,6
input1,Run A,176,5.83917,1920,1080,727243.0,0.0,0.715745,0.350715,6
input1,Run A,177,5.87253,1920,1080,727607.0,0.0,0.716104,0.350891,6
input1,Run A,178,5.9059,1920,1080,729345.0,0.0,0.717814,0.351729,6
input1,Run A,179,5.93927,1920,1080,730232.0,0.0,0.718687,0.352157,6
input1,Run A,180,5.97263,1920,1080,730741.0,0.0,0.719188,0.352402,6
input1,Run A,181,6.006,1920,1080,732895.0,0.0,0.721308,0.353441,6
input1,Run A,182,6.03937,1920,1080,733732.0,0.0,0.722132,0.353845,6
input1,Run A,183,6.07273,1920,1080,734369.0,0.0,0.722759,0.354152,6
input1,Run A,184,6.1061,1920,1080,735586.0,0.0,0.723956,0.354739,6
input1,Run A,185,6.13947,1920,1080,736272.0,0.0,0.724632,0.355069,6
input1,Run A,186,6.17283,1920,1080,737676.0,0.0,0.726013,0.355747,6
input1,Run A,187,6.2062,1920,1080,738382.0,0.0,0.726708,0.356087,6
input1,Run A,188,6.23957,1920,1080,739175.0,0.0,0.727489,0.356469,6
input1,Run A,189,6.27293,1920,1080,739698.0,0.0,0.728003,0.356722,6
input1,Run A,190,6.3063,1920,1080,741223.0,0.0,0.729504,0.357457,6
input1,Run A,191,6.33967,1920,1080,741816.0,0.0,0.730088,0.357743,6
input1,Run A,192,6.37303,1920,1080,743397.0,0.0,0.731644,0.358505,6
input1,Run A,193,6.4064,1920,1080,743672.0,0.0,0.731915,0.358638,6
input1,Run A,194,6.43977,1920,1080,745219.0,0.0,0.733437,0.359384,6
input1,Run A,195,6.47313,1920,1080,745731.0,0.0,0.733941,0.359631,6
input1,Run A,196,6.5065,1920,1080,747159.0,0.0,0.735346,0.36032,6
input1,Run A,197,6.53987,1920,1080,747964.0,0.0,0.736139,0.360708,6
input1,Run A,198,6.57323,1920,1080,749321.0,0.0,0.737474,0.361362,6
input1,Run A,199,6.6066,1920,1080,749657.0,0.0,0.737805,0.361524,6
input1,Run A,200,6.63997,1920,1080,751138.0,0.0,0.739262,0.362239,6
input1,Run A,201,6.67333,1920,1080,751500.0,0.0,0.739619,0.362413,6
input1,Run A,202,6.7067,1920,1080,753198.0,0.0,0.74129,0.363232,6
input1,Run A,203,6.74007,1920,1080,753951.0,0.0,0.742031,0.363595,6
input1,Run A,204,6.77343,1920,1080,755155.0,0.0,0.743216,0.364176,6
input1,Run A,205,6.8068,1920,1080,755498.0,0.0,0.743554,0.364341,6
input1,Run A,206,6.84017,1920,1080,757127.0,0.0,0.745157,0.365127,6
input1,Run A,207,6.87353,1920,1080,757806.0,0.0,0.745825,0.365454,6
input1,Run A,208,6.9069,1920,1080,758842.0,0.0,0.746845,0.365954,6
input1,Run A,209,6.94027,1920,1080,759289.0,0.0,0.747285,0.366169,6
input1,Run A,210,6.97363,1920,1080,760788.0,0.0,0.74876,0.366892,6
input1,Run A,211,7.007,1920,1080,762180.0,0.0,0.75013,0.367564,6
input1,Run A,212,7.04037,1920,1080,762918.0,0.0,0.750856,0.36792,6
input1,Run A,213,7.07373,1920,1080,763321.0,0.0,0.751253,0.368114,6
input1,Run A,214,7.1071,1920,1080,764505.0,0.0,0.752418,0.368685,6
input1,Run A,215,7.14047,1920,1080,765680.0,0.0,0.753575,0.369252,6
input1,Run A,216,7.17383,1920,1080,766606.0,0.0,0.754486,0.369698,6
input1,Run A,217,7.2072,1920,1080,766848.0,0.0,0.754724,0.369815,6
input1,Run A,218,7.24057,1920,1080,768304.0,0.0,0.756157,0.370517,6
input1,Run A,219,7.27393,1920,1080,769258.0,0.0,0.757096,0.370977,6
input1,Run A,220,7.3073,1920,1080,770301.0,0.0,0.758123,0.37148,6
input1,Run A,221,7.34067,1920,1080,770529.0,0.0,0.758347,0.37159,6
input1,Run A,222,7.37403,1920,1080,772036.0,0.0,0.75983,0.372317,6
input1,Run A,223,7.4074,1920,1080,772771.0,0.0,0.760553,0.372671,6
input1,Run A,224,7.44077,1920,1080,773923.0,0.0,0.761687,0.373227,6
input1,Run A,225,7.47413,1920,1080,774176.0,0.0,0.761936,0.373349,6
input1,Run A,226,7.5075,1920,1080,775765.0,0.0,0.7635,0.374115,6
input1,Run A,227,7.54087,1920,1080,776340.0,0.0,0.764066,0.374392,6
input1,Run A,228,7.57423,1920,1080,777638.0,0.0,0.765344,0.375018,6
input1,Run A,229,7.6076,1920,1080,778001.0,0.0,0.765701,0.375193,6
input1,Run A,230,7.64097,1920,1080,779320.0,0.0,0.766999,0.375829,6
input1,Run A,231,7.67433,1920,1080,780024.0,0.0,0.767692,0.376169,6
input1,Run A,232,7.7077,1920,1080,781000.0,0.0,0.768652,0.37664,6
input1,Run A,233,7.74107,1920,1080,781256.0,0.0,0.768904,0.376763,6
input1,Run A,234,7.77443,1920,1080,782926.0,0.0,0.770548,0.377568,6
input1,Run A,235,7.8078,1920,1080,783972.0,0.0,0.771577,0.378073,6
input1,Run A,236,7.84117,1920,1080,819166.0,0.0,0.806215,0.395045,5
input1,Run A,237,7.87453,1920,1080,819228.0,0.0,0.806276,0.395075,5
input1,Run A,238,7.9079,1920,1080,820608.0,0.0,0.807634,0.395741,5
input1,Run A,239,7.94127,1920,1080,820815.0,0.0,0.807838,0.395841,5
input1,Run A,240,7.97463,1920,1080,822456.0,0.0,0.809453,0.396632,5
input1,Run A,241,8.008,1920,1080,822742.0,0.0,0.809734,0.39677,5
input1,Run A,242,8.04137,1920,1080,823984.0,0.0,0.810957,0.397369,5
input1,Run A,243,8.07473,1920,1080,824262.0,0.0,0.81123,0.397503,5
input1,Run A,244,8.1081,1920,1080,826573.0,0.0,0.813505,0.398617,5
input1,Run A,245,8.14147,1920,1080,826719.0,0.0,0.813649,0.398688,5
input1,Run A,246,8.17483,1920,1080,827833.0,0.0,0.814745,0.399225,5
input1,Run A,247,8.2082,1920,1080,828816.0,0.0,0.815712,0.399699,5
input1,Run A,248,8.24157,1920,1080,829307.0,0.0,0.816196,0.399936,5
input1,Run A,249,8.27493,1920,1080,829381.0,0.0,0.816268,0.399972,5
input1,Run A,250,8.3083,1920,1080,830719.0,0.0,0.817585,0.400617,5
input1,Run A,251,8.34167,1920,1080,831886.0,0.0,0.818734,0.40118,5
input1,Run A,252,8.37503,1920,1080,832310.0,0.0,0.819151,0.401384,5
input1,Run A,253,8.4084,1920,1080,832443.0,0.0,0.819282,0.401448,5
input1,Run A,254,8.44177,1920,1080,833764.0,0.0,0.820582,0.402085,5
input1,Run A,255,8.47513,1920,1080,869378.0,0.0,0.855633,0.41926,5
input1,Run A,256,8.5085,1920,1080,870111.0,0.0,0.856355,0.419614,5
input1,Run A,257,8.54187,1920,1080,870343.0,0.0,0.856583,0.419726,5
input1,Run A,258,8.57523,1920,1080,873081.0,0.0,0.859278,0.421046,5
input1,Run A,259,8.6086,1920,1080,873508.0,0.0,0.859698,0.421252,5
input1,Run A,260,8.64197,1920,1080,874360.0,0.0,0.860536,0.421663,5
input1,Run A,261,8.67533,1920,1080,874435.0,0.0,0.86061,0.421699,5
input1,Run A,262,8.7087,1920,1080,875051.0,0.0,0.861216,0.421996,5
input1,Run A,263,8.74207,1920,1080,875353.0,0.0,0.861514,0.422142,5
input1,Run A,264,8.77543,1920,1080,875864.0,0.0,0.862017,0.422388,5
input1,Run A,265,8.8088,1920,1080,875976.0,0.0,0.862127,0.422442,5
input1,Run A,266,8.84217,1920,1080,876905.0,0.0,0.863041,0.42289,5
input1,Run A,267,8.87553,1920,1080,877561.0,0.0,0.863687,0.423207,5
input1,Run A,268,8.9089,1920,1080,878068.0,0.0,0.864186,0.423451,5
input1,Run A,269,8.94227,1920,1080,878125.0,0.0,0.864242,0.423478,5
input1,Run A,270,8.97563,1920,1080,878878.0,0.0,0.864983,0.423842,5
input1,Run A,271,9.009,1920,1080,879883.0,0.0,0.865972,0.424326,5
input1,Run A,272,9.04237,1920,1080,880107.0,0.0,0.866192,0.424434,5
input1,Run A,273,9.07573,1920,1080,880247.0,0.0,0.86633,0.424502,5
input1,Run A,274,9.1091,1920,1080,881170.0,0.0,0.867239,0.424947,5
input1,Run A,275,9.14247,1920,1080,881502.0,0.0,0.867565,0.425107,5
input1,Run A,276,9.17583,1920,1080,881924.0,0.0,0.867981,0.425311,5
input1,Run A,277,9.2092,1920,1080,882112.0,0.0,0.868166,0.425401,5
input1,Run A,278,9.24257,1920,1080,882692.0,0.0,0.868737,0.425681,5
input1,Run A,279,9.27593,1920,1080,882900.0,0.0,0.868941,0.425781,5
input1,Run A,280,9.3093,1920,1080,883662.0,0.0,0.869691,0.426149,5
input1,Run A,281,9.34267,1920,1080,883731.0,0.0,0.869759,0.426182,5
input1,Run A,282,9.37603,1920,1080,885411.0,0.0,0.871413,0.426992,5
input1,Run A,283,9.4094,1920,1080,885997.0,0.0,0.871989,0.427275,5
input1,Run A,284,9.44277,1920,1080,886404.0,0.0,0.87239,0.427471,5
input1,Run A,285,9.47613,1920,1080,886439.0,0.0,0.872424,0.427488,5
input1,Run A,286,9.5095,1920,1080,887307.0,0.0,0.873279,0.427907,5
input1,Run A,287,9.54287,1920,1080,887635.0,0.0,0.873601,0.428065,5
input1,Run A,288,9.57623,1920,1080,888258.0,0.0,0.874215,0.428365,5
input1,Run A,289,9.6096,1920,1080,888349.0,0.0,0.874304,0.428409,5
input1,Run A,290,9.64297,1920,1080,888481.0,0.0,0.874434,0.428473,5
input1,Run A,291,9.67633,1920,1080,888855.0,0.0,0.874802,0.428653,5
input1,Run A,292,9.7097,1920,1080,888982.0,0.0,0.874927,0.428714,5
input1,Run A,293,9.74307,1920,1080,890982.0,0.0,0.876896,0.429679,5
input1,Run A,294,9.77643,1920,1080,891261.0,0.0,0.87717,0.429813,5
input1,Run A,295,9.8098,1920,1080,891611.0,0.0,0.877515,0.429982,5
input1,Run A,296,9.84317,1920,1080,891671.0,0.0,0.877574,0.430011,5
input1,Run A,297,9.87653,1920,1080,892518.0,0.0,0.878407,0.43042,5
input1,Run A,298,9.9099,1920,1080,893172.0,0.0,0.879051,0.430735,5
input1,Run A,299,9.94327,1920,1080,893502.0,0.0,0.879376,0.430894,5
input1,Run A,300,9.97663,1920,1080,893542.0,0.0,0.879415,0.430913,5
input1,Run A,301,10.01,1920,1080,894631.0,0.0,0.880487,0.431439,5
input1,Run A,302,10.04337,1920,1080,895326.0,0.0,0.881171,0.431774,5
input1,Run A,303,10.07673,1920,1080,895863.0,0.0,0.881699,0.432033,5
input1,Run A,304,10.1101,1920,1080,895897.0,0.0,0.881733,0.432049,5
input1,Run A,305,10.14347,1920,1080,895986.0,0.0,0.88182,0.432092,5
input1,Run A,306,10.17683,1920,1080,896520.0,0.0,0.882346,0.43235,5
input1,Run A,307,10.2102,1920,1080,896945.0,0.0,0.882764,0.432554,5
input1,Run A,308,10.24357,1920,1080,899062.0,0.0,0.884848,0.433575,5
input1,Run A,309,10.27693,1920,1080,901231.0,0.0,0.886983,0.434621,4
input1,Run A,310,10.3103,1920,1080,902366.0,0.0,0.8881,0.435169,4
input1,Run A,311,10.34367,1920,1080,904002.0,0.0,0.88971,0.435958,4
input1,Run A,312,10.37703,1920,1080,904791.0,0.0,0.890486,0.436338,4
input1,Run A,313,10.4104,1920,1080,904955.0,0.0,0.890648,0.436417,4
input1,Run A,314,10.44377,1920,1080,904351.0,0.0,0.890053,0.436126,4
input1,Run A,315,10.47713,1920,1080,905104.0,0.0,0.890794,0.436489,4
input1,Run A,316,10.5105,1920,1080,905812.0,0.0,0.891491,0.436831,4
input1,Run A,317,10.54387,1920,1080,905832.0,0.0,0.891511,0.43684,4
input1,Run A,318,10.57723,1920,1080,905838.0,0.0,0.891517,0.436843,4
input1,Run A,319,10.6106,1920,1080,905889.0,0.0,0.891567,0.436868,4
input1,Run A,320,10.64397,1920,1080,906217.0,0.0,0.89189,0.437026,4
input1,Run A,321,10.67733,1920,1080,907883.0,0.0,0.893529,0.437829,4
input1,Run A,322,10.7107,1920,1080,908192.0,0.0,0.893833,0.437978,4
input1,Run A,323,10.74407,1920,1080,908777.0,0.0,0.894409,0.438261,4
input1,Run A,324,10.77743,1920,1080,909377.0,0.0,0.895,0.43855,4
input1,Run A,325,10.8108,1920,1080,909796.0,0.0,0.895412,0.438752,4
input1,Run A,326,10.84417,1920,1080,910245.0,0.0,0.895854,0.438968,4
input1,Run A,327,10.87753,1920,1080,910593.0,0.0,0.896196,0.439136,4
input1,Run A,328,10.9109,1920,1080,911214.0,0.0,0.896808,0.439436,4
input1,Run A,329,10.94427,1920,1080,911506.0,0.0,0.897095,0.439577,4
input1,Run A,330,10.97763,1920,1080,911751.0,0.0,0.897336,0.439695,4
input1,Run A,331,11.011,1920,1080,912676.0,0.0,0.898247,0.440141,4
input1,Run A,332,11.04437,1920,1080,912960.0,0.0,0.898526,0.440278,4
input1,Run A,333,11.07773,1920,1080,913161.0,0.0,0.898724,0.440375,4
input1,Run A,334,11.1111,1920,1080,913566.0,0.0,0.899122,0.44057,4
input1,Run A,335,11.14447,1920,1080,913733.0,0.0,0.899287,0.440651,4
input1,Run A,336,11.17783,1920,1080,914310.0,0.0,0.899855,0.440929,4
input1,Run A,337,11.2112,1920,1080,914397.0,0.0,0.89994,0.440971,4
input1,Run A,338,11.24457,1920,1080,915085.0,0.0,0.900617,0.441303,4
